"InputCategories","UserDefinedCategories","Type","CorrectedPvalues","NumGenes","CategoryGenes"
"M2","brown_Mariani__C:/Users/karin/Dropbox/Arquivos_genomica_autistas/RNAseq/RNAseq_files/Resultados_finais/DATA/modules_allStudies.csv","User",7.99103497771362e-33,111,"ENSG00000003987, ENSG00000005249, ENSG00000005810, ENSG00000008277, ENSG00000011677, ENSG00000029534, ENSG00000036530, ENSG00000065609, ENSG00000066933, ENSG00000067715, ENSG00000068615, ENSG00000071575, ENSG00000073464, ENSG00000074211, ENSG00000075945, ENSG00000077157, ENSG00000079841, ENSG00000087258, ENSG00000088367, ENSG00000091844, ENSG00000101745, ENSG00000102452, ENSG00000105784, ENSG00000109771, ENSG00000109832, ENSG00000117480, ENSG00000118473, ENSG00000119283, ENSG00000119865, ENSG00000120137, ENSG00000120251, ENSG00000121871, ENSG00000122012, ENSG00000122873, ENSG00000125814, ENSG00000131018, ENSG00000131437, ENSG00000133985, ENSG00000134982, ENSG00000135472, ENSG00000136531, ENSG00000136854, ENSG00000137478, ENSG00000137941, ENSG00000138769, ENSG00000139220, ENSG00000139970, ENSG00000143469, ENSG00000143669, ENSG00000144285, ENSG00000144369, ENSG00000144583, ENSG00000145545, ENSG00000145990, ENSG00000148660, ENSG00000148943, ENSG00000150361, ENSG00000151150, ENSG00000151692, ENSG00000152495, ENSG00000152932, ENSG00000153253, ENSG00000153814, ENSG00000154027, ENSG00000155744, ENSG00000155858, ENSG00000156298, ENSG00000156486, ENSG00000157064, ENSG00000158560, ENSG00000159164, ENSG00000163630, ENSG00000164398, ENSG00000164742, ENSG00000165434, ENSG00000166111, ENSG00000166501, ENSG00000166974, ENSG00000168959, ENSG00000170396, ENSG00000170873, ENSG00000171435, ENSG00000171587, ENSG00000172209, ENSG00000172915, ENSG00000175161, ENSG00000176595, ENSG00000176884, ENSG00000177570, ENSG00000178235, ENSG00000179542, ENSG00000179796, ENSG00000179915, ENSG00000182674, ENSG00000183023, ENSG00000183166, ENSG00000184258, ENSG00000184672, ENSG00000185737, ENSG00000186106, ENSG00000186868, ENSG00000187416, ENSG00000188394, ENSG00000197535, ENSG00000198648, ENSG00000198673, ENSG00000198689, ENSG00000198932, ENSG00000204442, ENSG00000240891, ENSG00000273079"
"M1","mod1_Gupta__C:/Users/karin/Dropbox/Arquivos_genomica_autistas/RNAseq/RNAseq_files/Resultados_finais/DATA/modules_allStudies.csv","User",8.00951663364933e-31,158,"ENSG00000006047, ENSG00000006071, ENSG00000010818, ENSG00000011347, ENSG00000050748, ENSG00000058404, ENSG00000059915, ENSG00000067057, ENSG00000067842, ENSG00000068831, ENSG00000069966, ENSG00000072071, ENSG00000073150, ENSG00000074317, ENSG00000075035, ENSG00000075340, ENSG00000077080, ENSG00000084764, ENSG00000088808, ENSG00000089220, ENSG00000089847, ENSG00000097021, ENSG00000099365, ENSG00000099822, ENSG00000100604, ENSG00000101210, ENSG00000101333, ENSG00000102003, ENSG00000103723, ENSG00000104863, ENSG00000105278, ENSG00000105613, ENSG00000105649, ENSG00000106123, ENSG00000107518, ENSG00000110171, ENSG00000110675, ENSG00000110786, ENSG00000111674, ENSG00000112759, ENSG00000113327, ENSG00000116254, ENSG00000119227, ENSG00000119640, ENSG00000122574, ENSG00000123360, ENSG00000124140, ENSG00000125510, ENSG00000125848, ENSG00000125895, ENSG00000126217, ENSG00000127561, ENSG00000129990, ENSG00000130477, ENSG00000130643, ENSG00000131398, ENSG00000132879, ENSG00000135423, ENSG00000135454, ENSG00000135631, ENSG00000135740, ENSG00000136828, ENSG00000137218, ENSG00000138028, ENSG00000138030, ENSG00000138623, ENSG00000139190, ENSG00000139505, ENSG00000141750, ENSG00000142549, ENSG00000144711, ENSG00000145242, ENSG00000145911, ENSG00000149575, ENSG00000149926, ENSG00000152061, ENSG00000152969, ENSG00000154118, ENSG00000155265, ENSG00000157087, ENSG00000157782, ENSG00000158089, ENSG00000158445, ENSG00000158555, ENSG00000158806, ENSG00000158828, ENSG00000159753, ENSG00000160460, ENSG00000161381, ENSG00000162374, ENSG00000162545, ENSG00000163449, ENSG00000163577, ENSG00000163704, ENSG00000163888, ENSG00000163995, ENSG00000165868, ENSG00000165943, ENSG00000166862, ENSG00000167281, ENSG00000167371, ENSG00000167549, ENSG00000167619, ENSG00000168067, ENSG00000168993, ENSG00000169258, ENSG00000169744, ENSG00000171132, ENSG00000171450, ENSG00000172247, ENSG00000172348, ENSG00000172350, ENSG00000172889, ENSG00000173166, ENSG00000174521, ENSG00000174938, ENSG00000177301, ENSG00000177875, ENSG00000178171, ENSG00000178947, ENSG00000180155, ENSG00000182870, ENSG00000183060, ENSG00000183317, ENSG00000184922, ENSG00000185567, ENSG00000186487, ENSG00000186594, ENSG00000186862, ENSG00000187486, ENSG00000196867, ENSG00000196876, ENSG00000196972, ENSG00000197444, ENSG00000198739, ENSG00000198794, ENSG00000198934, ENSG00000204851, ENSG00000205363, ENSG00000212864, ENSG00000213023, ENSG00000214135, ENSG00000221946, ENSG00000223572, ENSG00000225439, ENSG00000228594, ENSG00000235477, ENSG00000237289, ENSG00000240204, ENSG00000240694, ENSG00000254377, ENSG00000260837, ENSG00000260931, ENSG00000260987, ENSG00000261355, ENSG00000261675, ENSG00000267750, ENSG00000269290"
"M2","black_Schafer__C:/Users/karin/Dropbox/Arquivos_genomica_autistas/RNAseq/RNAseq_files/Resultados_finais/DATA/modules_allStudies.csv","User",3.00094674467157e-29,315,"ENSG00000003987, ENSG00000005249, ENSG00000005810, ENSG00000008086, ENSG00000008277, ENSG00000009694, ENSG00000028277, ENSG00000038210, ENSG00000040341, ENSG00000041353, ENSG00000051382, ENSG00000065609, ENSG00000066032, ENSG00000066933, ENSG00000067064, ENSG00000067715, ENSG00000067798, ENSG00000068366, ENSG00000068615, ENSG00000071575, ENSG00000073711, ENSG00000075303, ENSG00000075391, ENSG00000075945, ENSG00000077063, ENSG00000077157, ENSG00000077264, ENSG00000077279, ENSG00000077616, ENSG00000078053, ENSG00000079841, ENSG00000081026, ENSG00000081181, ENSG00000083067, ENSG00000083720, ENSG00000088367, ENSG00000088538, ENSG00000089775, ENSG00000091157, ENSG00000091656, ENSG00000091844, ENSG00000096092, ENSG00000100281, ENSG00000100433, ENSG00000100523, ENSG00000101577, ENSG00000101745, ENSG00000101856, ENSG00000101888, ENSG00000102290, ENSG00000102452, ENSG00000102678, ENSG00000104154, ENSG00000104427, ENSG00000104435, ENSG00000104765, ENSG00000105784, ENSG00000106537, ENSG00000106688, ENSG00000109771, ENSG00000109832, ENSG00000111490, ENSG00000112293, ENSG00000112972, ENSG00000113161, ENSG00000113205, ENSG00000114948, ENSG00000115252, ENSG00000115290, ENSG00000115355, ENSG00000115840, ENSG00000115977, ENSG00000116750, ENSG00000118276, ENSG00000118402, ENSG00000118473, ENSG00000118733, ENSG00000118946, ENSG00000119283, ENSG00000119547, ENSG00000119946, ENSG00000120137, ENSG00000120251, ENSG00000121871, ENSG00000122012, ENSG00000122417, ENSG00000122873, ENSG00000122884, ENSG00000123570, ENSG00000123684, ENSG00000123983, ENSG00000125675, ENSG00000125814, ENSG00000127364, ENSG00000127914, ENSG00000128578, ENSG00000129317, ENSG00000131018, ENSG00000131437, ENSG00000132639, ENSG00000132975, ENSG00000133985, ENSG00000134709, ENSG00000134982, ENSG00000135002, ENSG00000135045, ENSG00000135750, ENSG00000136404, ENSG00000136531, ENSG00000136603, ENSG00000136928, ENSG00000137478, ENSG00000137941, ENSG00000138078, ENSG00000138185, ENSG00000138468, ENSG00000138613, ENSG00000138769, ENSG00000139132, ENSG00000139220, ENSG00000139915, ENSG00000140396, ENSG00000141431, ENSG00000141837, ENSG00000143190, ENSG00000143324, ENSG00000143469, ENSG00000143669, ENSG00000144026, ENSG00000144036, ENSG00000144278, ENSG00000144285, ENSG00000144369, ENSG00000144406, ENSG00000144426, ENSG00000145545, ENSG00000145685, ENSG00000145864, ENSG00000145888, ENSG00000146151, ENSG00000146267, ENSG00000146352, ENSG00000146950, ENSG00000147117, ENSG00000147364, ENSG00000148798, ENSG00000148943, ENSG00000148948, ENSG00000149054, ENSG00000150361, ENSG00000150394, ENSG00000150627, ENSG00000151012, ENSG00000151092, ENSG00000151150, ENSG00000151229, ENSG00000151692, ENSG00000151883, ENSG00000151948, ENSG00000152495, ENSG00000152578, ENSG00000152926, ENSG00000152932, ENSG00000153012, ENSG00000153233, ENSG00000153253, ENSG00000153814, ENSG00000153933, ENSG00000154027, ENSG00000154127, ENSG00000154975, ENSG00000155744, ENSG00000155858, ENSG00000155903, ENSG00000156298, ENSG00000156475, ENSG00000157064, ENSG00000157388, ENSG00000158301, ENSG00000158528, ENSG00000158560, ENSG00000159399, ENSG00000161551, ENSG00000162105, ENSG00000162409, ENSG00000162929, ENSG00000163032, ENSG00000163053, ENSG00000163539, ENSG00000163630, ENSG00000164114, ENSG00000164188, ENSG00000164211, ENSG00000164398, ENSG00000164512, ENSG00000164604, ENSG00000164796, ENSG00000164951, ENSG00000164983, ENSG00000165379, ENSG00000165434, ENSG00000165704, ENSG00000166206, ENSG00000166321, ENSG00000166342, ENSG00000166501, ENSG00000166532, ENSG00000166575, ENSG00000166974, ENSG00000168959, ENSG00000169282, ENSG00000169752, ENSG00000169760, ENSG00000169851, ENSG00000170396, ENSG00000170522, ENSG00000170629, ENSG00000170873, ENSG00000171016, ENSG00000171033, ENSG00000171435, ENSG00000171587, ENSG00000171723, ENSG00000172209, ENSG00000172915, ENSG00000173320, ENSG00000173452, ENSG00000173611, ENSG00000174469, ENSG00000174482, ENSG00000174599, ENSG00000175161, ENSG00000176055, ENSG00000176148, ENSG00000176406, ENSG00000176595, ENSG00000176641, ENSG00000177181, ENSG00000177570, ENSG00000178201, ENSG00000178235, ENSG00000178662, ENSG00000179083, ENSG00000179399, ENSG00000179476, ENSG00000179542, ENSG00000179603, ENSG00000179915, ENSG00000179935, ENSG00000180479, ENSG00000180855, ENSG00000181072, ENSG00000182256, ENSG00000182674, ENSG00000183023, ENSG00000183166, ENSG00000184349, ENSG00000184408, ENSG00000184672, ENSG00000185565, ENSG00000185737, ENSG00000185742, ENSG00000185900, ENSG00000186106, ENSG00000186300, ENSG00000186310, ENSG00000186462, ENSG00000186469, ENSG00000186472, ENSG00000187391, ENSG00000187416, ENSG00000187772, ENSG00000187957, ENSG00000188211, ENSG00000188227, ENSG00000188394, ENSG00000196369, ENSG00000196968, ENSG00000197044, ENSG00000197291, ENSG00000197415, ENSG00000197535, ENSG00000197959, ENSG00000198185, ENSG00000198513, ENSG00000198589, ENSG00000198648, ENSG00000198673, ENSG00000198689, ENSG00000198780, ENSG00000198961, ENSG00000203930, ENSG00000204130, ENSG00000204442, ENSG00000204634, ENSG00000204764, ENSG00000204789, ENSG00000204856, ENSG00000205133, ENSG00000219626, ENSG00000226711, ENSG00000228775, ENSG00000228794, ENSG00000232593, ENSG00000235903, ENSG00000240891, ENSG00000243444, ENSG00000245937, ENSG00000253276, ENSG00000256043, ENSG00000260230, ENSG00000261115, ENSG00000264834, ENSG00000271147, ENSG00000273079"
"M19","mod4_Gupta__C:/Users/karin/Dropbox/Arquivos_genomica_autistas/RNAseq/RNAseq_files/Resultados_finais/DATA/modules_allStudies.csv","User",2.83000890477617e-27,42,"ENSG00000005075, ENSG00000101182, ENSG00000106803, ENSG00000109475, ENSG00000110700, ENSG00000112306, ENSG00000114391, ENSG00000118181, ENSG00000122406, ENSG00000130255, ENSG00000137970, ENSG00000139343, ENSG00000142507, ENSG00000143947, ENSG00000144381, ENSG00000145494, ENSG00000148303, ENSG00000149273, ENSG00000156482, ENSG00000161016, ENSG00000164587, ENSG00000165502, ENSG00000171858, ENSG00000177954, ENSG00000180992, ENSG00000182899, ENSG00000184857, ENSG00000197982, ENSG00000198242, ENSG00000198618, ENSG00000198918, ENSG00000213442, ENSG00000213741, ENSG00000231500, ENSG00000232573, ENSG00000234741, ENSG00000234797, ENSG00000235174, ENSG00000235552, ENSG00000236552, ENSG00000242071, ENSG00000244398"
"M19","21_Parikshak2016__C:/Users/karin/Dropbox/Arquivos_genomica_autistas/RNAseq/RNAseq_files/Resultados_finais/DATA/modules_allStudies.csv","User",3.25376183370252e-27,24,"ENSG00000106803, ENSG00000109475, ENSG00000110700, ENSG00000112306, ENSG00000114391, ENSG00000118181, ENSG00000130255, ENSG00000143947, ENSG00000156482, ENSG00000161016, ENSG00000163682, ENSG00000164587, ENSG00000171858, ENSG00000175061, ENSG00000177954, ENSG00000196205, ENSG00000198918, ENSG00000212802, ENSG00000213741, ENSG00000220842, ENSG00000229117, ENSG00000231500, ENSG00000234797, ENSG00000236552"
"M19","M14_Parikshak2013__C:/Users/karin/Dropbox/Arquivos_genomica_autistas/RNAseq/RNAseq_files/Resultados_finais/DATA/modules_allStudies.csv","User",3.42373602026528e-27,37,"ENSG00000106803, ENSG00000109475, ENSG00000110700, ENSG00000112306, ENSG00000114391, ENSG00000118181, ENSG00000122406, ENSG00000130255, ENSG00000136930, ENSG00000137970, ENSG00000143947, ENSG00000148303, ENSG00000149273, ENSG00000156482, ENSG00000161016, ENSG00000163319, ENSG00000164587, ENSG00000171858, ENSG00000175061, ENSG00000177954, ENSG00000182899, ENSG00000184840, ENSG00000197265, ENSG00000198242, ENSG00000198918, ENSG00000212802, ENSG00000213442, ENSG00000213741, ENSG00000231500, ENSG00000232573, ENSG00000234741, ENSG00000234797, ENSG00000235174, ENSG00000235552, ENSG00000236552, ENSG00000242071, ENSG00000244398"
"M14","black_Schafer__C:/Users/karin/Dropbox/Arquivos_genomica_autistas/RNAseq/RNAseq_files/Resultados_finais/DATA/modules_allStudies.csv","User",2.10189643542427e-25,191,"ENSG00000006576, ENSG00000033122, ENSG00000049245, ENSG00000052802, ENSG00000055813, ENSG00000065457, ENSG00000065615, ENSG00000067248, ENSG00000069667, ENSG00000070081, ENSG00000072401, ENSG00000073969, ENSG00000078177, ENSG00000080561, ENSG00000081803, ENSG00000082482, ENSG00000085274, ENSG00000085365, ENSG00000091039, ENSG00000091972, ENSG00000092140, ENSG00000099219, ENSG00000102271, ENSG00000102466, ENSG00000102547, ENSG00000104549, ENSG00000105866, ENSG00000105948, ENSG00000106460, ENSG00000107105, ENSG00000107758, ENSG00000107890, ENSG00000109929, ENSG00000111711, ENSG00000111850, ENSG00000112981, ENSG00000113163, ENSG00000113319, ENSG00000113583, ENSG00000113595, ENSG00000113615, ENSG00000113638, ENSG00000113966, ENSG00000114331, ENSG00000116106, ENSG00000116191, ENSG00000116711, ENSG00000116874, ENSG00000116918, ENSG00000117461, ENSG00000119314, ENSG00000120992, ENSG00000121005, ENSG00000122008, ENSG00000122085, ENSG00000123728, ENSG00000125827, ENSG00000127152, ENSG00000127990, ENSG00000128609, ENSG00000129128, ENSG00000129682, ENSG00000130150, ENSG00000131849, ENSG00000132436, ENSG00000132485, ENSG00000133401, ENSG00000134049, ENSG00000134758, ENSG00000134970, ENSG00000134986, ENSG00000136052, ENSG00000136111, ENSG00000136161, ENSG00000137449, ENSG00000138650, ENSG00000139133, ENSG00000140367, ENSG00000140945, ENSG00000142875, ENSG00000143494, ENSG00000143933, ENSG00000144642, ENSG00000145725, ENSG00000146243, ENSG00000149313, ENSG00000150625, ENSG00000151151, ENSG00000151490, ENSG00000151690, ENSG00000152208, ENSG00000152402, ENSG00000152503, ENSG00000152661, ENSG00000152910, ENSG00000154639, ENSG00000154727, ENSG00000155970, ENSG00000155974, ENSG00000156113, ENSG00000157107, ENSG00000157680, ENSG00000158258, ENSG00000162630, ENSG00000162694, ENSG00000162695, ENSG00000162980, ENSG00000162989, ENSG00000164031, ENSG00000164128, ENSG00000164129, ENSG00000164169, ENSG00000164187, ENSG00000164307, ENSG00000164418, ENSG00000164484, ENSG00000165186, ENSG00000165449, ENSG00000165572, ENSG00000166006, ENSG00000167065, ENSG00000168702, ENSG00000168803, ENSG00000168827, ENSG00000169306, ENSG00000169618, ENSG00000169933, ENSG00000170017, ENSG00000170419, ENSG00000170579, ENSG00000171291, ENSG00000171444, ENSG00000172115, ENSG00000172260, ENSG00000172461, ENSG00000172469, ENSG00000172493, ENSG00000173480, ENSG00000174442, ENSG00000174473, ENSG00000174695, ENSG00000174740, ENSG00000175322, ENSG00000175548, ENSG00000176018, ENSG00000176714, ENSG00000177432, ENSG00000177879, ENSG00000177888, ENSG00000182901, ENSG00000183117, ENSG00000183454, ENSG00000184226, ENSG00000185008, ENSG00000185046, ENSG00000185127, ENSG00000185305, ENSG00000185532, ENSG00000186297, ENSG00000186767, ENSG00000186889, ENSG00000187068, ENSG00000187123, ENSG00000187325, ENSG00000187398, ENSG00000188580, ENSG00000196104, ENSG00000196159, ENSG00000196267, ENSG00000196277, ENSG00000196458, ENSG00000196632, ENSG00000196678, ENSG00000197128, ENSG00000197584, ENSG00000198018, ENSG00000198105, ENSG00000198455, ENSG00000198814, ENSG00000204116, ENSG00000204899, ENSG00000206052, ENSG00000207721, ENSG00000215452, ENSG00000215475, ENSG00000224223, ENSG00000235436, ENSG00000237765, ENSG00000250312, ENSG00000253457, ENSG00000255302"
"M4","royalblue_Mariani__C:/Users/karin/Dropbox/Arquivos_genomica_autistas/RNAseq/RNAseq_files/Resultados_finais/DATA/modules_allStudies.csv","User",2.28690851300361e-24,29,"ENSG00000077943, ENSG00000088756, ENSG00000091986, ENSG00000106333, ENSG00000111817, ENSG00000112655, ENSG00000113721, ENSG00000116132, ENSG00000119777, ENSG00000120332, ENSG00000120820, ENSG00000122707, ENSG00000133110, ENSG00000134853, ENSG00000135916, ENSG00000140937, ENSG00000141756, ENSG00000144824, ENSG00000150961, ENSG00000162733, ENSG00000163430, ENSG00000165124, ENSG00000166025, ENSG00000166147, ENSG00000169071, ENSG00000173068, ENSG00000185624, ENSG00000197321, ENSG00000204262"
"M1","CD1_Gandal__C:/Users/karin/Dropbox/Arquivos_genomica_autistas/RNAseq/RNAseq_files/Resultados_finais/DATA/modules_allStudies.csv","User",3.22950976259513e-22,118,"ENSG00000006071, ENSG00000008056, ENSG00000008735, ENSG00000049759, ENSG00000054356, ENSG00000058404, ENSG00000059915, ENSG00000067606, ENSG00000067842, ENSG00000068831, ENSG00000069424, ENSG00000072062, ENSG00000073670, ENSG00000074317, ENSG00000075340, ENSG00000076864, ENSG00000084764, ENSG00000088808, ENSG00000089057, ENSG00000089220, ENSG00000095203, ENSG00000099814, ENSG00000099822, ENSG00000100321, ENSG00000101210, ENSG00000102003, ENSG00000103034, ENSG00000103056, ENSG00000103154, ENSG00000103723, ENSG00000104833, ENSG00000104863, ENSG00000105409, ENSG00000105520, ENSG00000105613, ENSG00000105642, ENSG00000105649, ENSG00000106089, ENSG00000106123, ENSG00000106327, ENSG00000106976, ENSG00000107130, ENSG00000110076, ENSG00000110171, ENSG00000112759, ENSG00000116254, ENSG00000116396, ENSG00000116661, ENSG00000116852, ENSG00000116983, ENSG00000119227, ENSG00000123360, ENSG00000123643, ENSG00000124140, ENSG00000124507, ENSG00000125510, ENSG00000126217, ENSG00000127561, ENSG00000128268, ENSG00000129159, ENSG00000129355, ENSG00000129990, ENSG00000130477, ENSG00000130643, ENSG00000130813, ENSG00000134775, ENSG00000135127, ENSG00000135447, ENSG00000135454, ENSG00000135622, ENSG00000135631, ENSG00000135709, ENSG00000138028, ENSG00000139182, ENSG00000144711, ENSG00000148408, ENSG00000149927, ENSG00000153823, ENSG00000154118, ENSG00000154917, ENSG00000155093, ENSG00000157087, ENSG00000157152, ENSG00000157782, ENSG00000158089, ENSG00000158445, ENSG00000158555, ENSG00000158828, ENSG00000158856, ENSG00000159128, ENSG00000160209, ENSG00000160460, ENSG00000161381, ENSG00000162545, ENSG00000162706, ENSG00000164715, ENSG00000166257, ENSG00000166862, ENSG00000167964, ENSG00000171450, ENSG00000171608, ENSG00000172350, ENSG00000172889, ENSG00000173267, ENSG00000174938, ENSG00000175115, ENSG00000184156, ENSG00000184916, ENSG00000184922, ENSG00000186642, ENSG00000197444, ENSG00000198216, ENSG00000198794, ENSG00000198910, ENSG00000204681, ENSG00000212864, ENSG00000237289, ENSG00000242173"
"M8","brown4_Schafer__C:/Users/karin/Dropbox/Arquivos_genomica_autistas/RNAseq/RNAseq_files/Resultados_finais/DATA/modules_allStudies.csv","User",9.05466492252114e-22,168,"ENSG00000006118, ENSG00000006194, ENSG00000008130, ENSG00000011132, ENSG00000019144, ENSG00000020256, ENSG00000034152, ENSG00000047644, ENSG00000050820, ENSG00000051128, ENSG00000061273, ENSG00000062822, ENSG00000063177, ENSG00000064961, ENSG00000071564, ENSG00000076716, ENSG00000077463, ENSG00000078061, ENSG00000087088, ENSG00000088038, ENSG00000090861, ENSG00000090924, ENSG00000092098, ENSG00000099331, ENSG00000099875, ENSG00000099904, ENSG00000099917, ENSG00000100296, ENSG00000100422, ENSG00000101986, ENSG00000102007, ENSG00000102858, ENSG00000103126, ENSG00000103152, ENSG00000103855, ENSG00000104081, ENSG00000104365, ENSG00000104825, ENSG00000104915, ENSG00000104973, ENSG00000104976, ENSG00000105072, ENSG00000105281, ENSG00000105287, ENSG00000105419, ENSG00000105556, ENSG00000105722, ENSG00000106404, ENSG00000109065, ENSG00000113732, ENSG00000115468, ENSG00000115998, ENSG00000116017, ENSG00000116260, ENSG00000116670, ENSG00000116786, ENSG00000116990, ENSG00000117450, ENSG00000117592, ENSG00000122386, ENSG00000123064, ENSG00000125734, ENSG00000125835, ENSG00000125846, ENSG00000126391, ENSG00000126456, ENSG00000127080, ENSG00000127191, ENSG00000127957, ENSG00000128165, ENSG00000128272, ENSG00000128965, ENSG00000129245, ENSG00000129925, ENSG00000130517, ENSG00000130706, ENSG00000131408, ENSG00000131504, ENSG00000131652, ENSG00000131759, ENSG00000134222, ENSG00000135404, ENSG00000135446, ENSG00000135637, ENSG00000136213, ENSG00000136877, ENSG00000136997, ENSG00000137142, ENSG00000139880, ENSG00000140497, ENSG00000140839, ENSG00000141510, ENSG00000141522, ENSG00000142002, ENSG00000142627, ENSG00000143373, ENSG00000143570, ENSG00000143641, ENSG00000146966, ENSG00000147065, ENSG00000148300, ENSG00000148335, ENSG00000148841, ENSG00000149016, ENSG00000149115, ENSG00000154370, ENSG00000157350, ENSG00000157992, ENSG00000158710, ENSG00000158715, ENSG00000158792, ENSG00000159335, ENSG00000159792, ENSG00000160410, ENSG00000160570, ENSG00000160685, ENSG00000160741, ENSG00000160789, ENSG00000160877, ENSG00000160888, ENSG00000160949, ENSG00000161835, ENSG00000162191, ENSG00000162337, ENSG00000162889, ENSG00000164111, ENSG00000164889, ENSG00000165804, ENSG00000166886, ENSG00000167106, ENSG00000167394, ENSG00000167491, ENSG00000167693, ENSG00000167700, ENSG00000167771, ENSG00000167962, ENSG00000167969, ENSG00000168488, ENSG00000169733, ENSG00000170604, ENSG00000171425, ENSG00000172530, ENSG00000173039, ENSG00000173153, ENSG00000173327, ENSG00000173894, ENSG00000175215, ENSG00000177051, ENSG00000177697, ENSG00000178896, ENSG00000179409, ENSG00000179886, ENSG00000180035, ENSG00000182208, ENSG00000182809, ENSG00000185122, ENSG00000185262, ENSG00000188483, ENSG00000197063, ENSG00000198929, ENSG00000204084, ENSG00000204438, ENSG00000213672, ENSG00000213689, ENSG00000228300, ENSG00000239887, ENSG00000248333, ENSG00000254093"
"M1","M17_Parikshak2013__C:/Users/karin/Dropbox/Arquivos_genomica_autistas/RNAseq/RNAseq_files/Resultados_finais/DATA/modules_allStudies.csv","User",2.16605754782448e-20,87,"ENSG00000006047, ENSG00000040731, ENSG00000058404, ENSG00000059915, ENSG00000067057, ENSG00000071073, ENSG00000072062, ENSG00000073150, ENSG00000073670, ENSG00000073803, ENSG00000073910, ENSG00000088808, ENSG00000089177, ENSG00000089847, ENSG00000099814, ENSG00000101098, ENSG00000101180, ENSG00000104833, ENSG00000106089, ENSG00000106123, ENSG00000106327, ENSG00000107679, ENSG00000108960, ENSG00000109436, ENSG00000110400, ENSG00000112759, ENSG00000116254, ENSG00000116396, ENSG00000116544, ENSG00000119227, ENSG00000121900, ENSG00000127252, ENSG00000127561, ENSG00000129990, ENSG00000130477, ENSG00000130643, ENSG00000130813, ENSG00000130822, ENSG00000131242, ENSG00000131398, ENSG00000132359, ENSG00000132879, ENSG00000135439, ENSG00000135709, ENSG00000135740, ENSG00000138028, ENSG00000140600, ENSG00000145335, ENSG00000145362, ENSG00000145911, ENSG00000149927, ENSG00000152969, ENSG00000153291, ENSG00000153823, ENSG00000157087, ENSG00000158458, ENSG00000158806, ENSG00000158828, ENSG00000159753, ENSG00000161243, ENSG00000162434, ENSG00000163888, ENSG00000166405, ENSG00000167103, ENSG00000167971, ENSG00000171798, ENSG00000171817, ENSG00000172350, ENSG00000178773, ENSG00000181790, ENSG00000181982, ENSG00000183060, ENSG00000183317, ENSG00000184515, ENSG00000185052, ENSG00000186594, ENSG00000186642, ENSG00000187135, ENSG00000197927, ENSG00000203772, ENSG00000204128, ENSG00000221946, ENSG00000221968, ENSG00000227719, ENSG00000232434, ENSG00000237289, ENSG00000239467"
"M15","brown4_Schafer__C:/Users/karin/Dropbox/Arquivos_genomica_autistas/RNAseq/RNAseq_files/Resultados_finais/DATA/modules_allStudies.csv","User",1.37994720907008e-19,128,"ENSG00000002822, ENSG00000007541, ENSG00000015133, ENSG00000041988, ENSG00000063127, ENSG00000064490, ENSG00000065057, ENSG00000069696, ENSG00000070669, ENSG00000076924, ENSG00000088882, ENSG00000090971, ENSG00000092820, ENSG00000099804, ENSG00000099889, ENSG00000100124, ENSG00000100441, ENSG00000100445, ENSG00000100726, ENSG00000102030, ENSG00000102103, ENSG00000103496, ENSG00000104129, ENSG00000104529, ENSG00000104852, ENSG00000104980, ENSG00000105298, ENSG00000105321, ENSG00000105327, ENSG00000105607, ENSG00000105618, ENSG00000105619, ENSG00000106236, ENSG00000106245, ENSG00000110619, ENSG00000111641, ENSG00000115274, ENSG00000119650, ENSG00000124074, ENSG00000125458, ENSG00000127554, ENSG00000128563, ENSG00000130222, ENSG00000130734, ENSG00000130766, ENSG00000130811, ENSG00000131116, ENSG00000131373, ENSG00000131899, ENSG00000132361, ENSG00000132819, ENSG00000133265, ENSG00000133316, ENSG00000134684, ENSG00000135097, ENSG00000139546, ENSG00000140067, ENSG00000140326, ENSG00000141504, ENSG00000141577, ENSG00000142330, ENSG00000143793, ENSG00000146834, ENSG00000148204, ENSG00000152475, ENSG00000160214, ENSG00000160256, ENSG00000160799, ENSG00000160972, ENSG00000161904, ENSG00000162836, ENSG00000163795, ENSG00000163882, ENSG00000164050, ENSG00000165661, ENSG00000166123, ENSG00000166165, ENSG00000166986, ENSG00000168003, ENSG00000169718, ENSG00000172009, ENSG00000172922, ENSG00000172977, ENSG00000173171, ENSG00000174498, ENSG00000174851, ENSG00000175467, ENSG00000175866, ENSG00000175970, ENSG00000176248, ENSG00000177303, ENSG00000178149, ENSG00000179041, ENSG00000179091, ENSG00000179431, ENSG00000179943, ENSG00000179950, ENSG00000180900, ENSG00000181218, ENSG00000181924, ENSG00000182307, ENSG00000183751, ENSG00000184436, ENSG00000184967, ENSG00000184983, ENSG00000185049, ENSG00000185163, ENSG00000185485, ENSG00000185818, ENSG00000185909, ENSG00000185917, ENSG00000187837, ENSG00000187954, ENSG00000197530, ENSG00000197989, ENSG00000199036, ENSG00000199753, ENSG00000203993, ENSG00000204356, ENSG00000204580, ENSG00000213722, ENSG00000227232, ENSG00000233016, ENSG00000234608, ENSG00000236104, ENSG00000239779, ENSG00000240682, ENSG00000255717"
