"","NGenes","Direction","PValue","FDR"
"GO_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT",0,"Up",2,1
"GO_MAMMARY_GLAND_MORPHOGENESIS",0,"Up",2,1
"GO_CELLULAR_PROTEIN_COMPLEX_DISASSEMBLY",0,"Up",2,1
"GO_URETER_DEVELOPMENT",0,"Up",2,1
"GO_BODY_MORPHOGENESIS",0,"Up",2,1
"GO_SOMATIC_STEM_CELL_POPULATION_MAINTENANCE",0,"Up",2,1
"GO_CYTOPLASMIC_MICROTUBULE_ORGANIZATION",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR",0,"Up",2,1
"GO_PROTEIN_ACTIVATION_CASCADE",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION",0,"Up",2,1
"GO_REGULATION_OF_COLLATERAL_SPROUTING",0,"Up",2,1
"GO_ESTABLISHMENT_OR_MAINTENANCE_OF_MONOPOLAR_CELL_POLARITY",0,"Up",2,1
"GO_NEURON_RECOGNITION",0,"Up",2,1
"GO_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS",0,"Up",2,1
"GO_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION",0,"Up",2,1
"GO_RESPONSE_TO_AMMONIUM_ION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_PROTEOLYSIS",0,"Up",2,1
"GO_PINOCYTOSIS",0,"Up",2,1
"GO_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS",0,"Up",2,1
"GO_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS",0,"Up",2,1
"GO_LUNG_EPITHELIUM_DEVELOPMENT",0,"Up",2,1
"GO_METENCEPHALON_DEVELOPMENT",0,"Up",2,1
"GO_G_PROTEIN_COUPLED_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY",0,"Up",2,1
"GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION",0,"Up",2,1
"GO_CELLULAR_RESPONSE_TO_VIRUS",0,"Up",2,1
"GO_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY",0,"Up",2,1
"GO_RESPIRATORY_GASEOUS_EXCHANGE",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL",0,"Up",2,1
"GO_AMINO_ACID_ACTIVATION",0,"Up",2,1
"GO_DENDRITIC_CELL_DIFFERENTIATION",0,"Up",2,1
"GO_NATURAL_KILLER_CELL_DIFFERENTIATION",0,"Up",2,1
"GO_BONE_TRABECULA_MORPHOGENESIS",0,"Up",2,1
"GO_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS",0,"Up",2,1
"GO_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION",0,"Up",2,1
"GO_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT",0,"Up",2,1
"GO_MUSCLE_TISSUE_DEVELOPMENT",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION",0,"Up",2,1
"GO_ACID_SECRETION",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE",0,"Up",2,1
"GO_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION",0,"Up",2,1
"GO_REGULATION_OF_PROTEIN_BINDING",0,"Up",2,1
"GO_CARDIAC_SEPTUM_DEVELOPMENT",0,"Up",2,1
"GO_REGULATION_OF_ICOSANOID_SECRETION",0,"Up",2,1
"GO_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT",0,"Up",2,1
"GO_REGULATION_OF_HISTONE_METHYLATION",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_FISSION",0,"Up",2,1
"GO_ANTIMICROBIAL_HUMORAL_RESPONSE",0,"Up",2,1
"GO_EPIDERMIS_MORPHOGENESIS",0,"Up",2,1
"GO_INTERMEDIATE_FILAMENT_BASED_PROCESS",0,"Up",2,1
"GO_COGNITION",0,"Up",2,1
"GO_RESPONSE_TO_ZINC_ION",0,"Up",2,1
"GO_AXIS_SPECIFICATION",0,"Up",2,1
"GO_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS",0,"Up",2,1
"GO_CELL_PART_MORPHOGENESIS",0,"Up",2,1
"GO_PIGMENT_GRANULE_LOCALIZATION",0,"Up",2,1
"GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY",0,"Up",2,1
"GO_RESPONSE_TO_ORGANOPHOSPHORUS",0,"Up",2,1
"GO_AXO_DENDRITIC_TRANSPORT",0,"Up",2,1
"GO_SKELETAL_MUSCLE_TISSUE_REGENERATION",0,"Up",2,1
"GO_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_GLAND_MORPHOGENESIS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE",0,"Up",2,1
"GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN",0,"Up",2,1
"GO_RIBOSOME_BIOGENESIS",0,"Up",2,1
"GO_B_CELL_HOMEOSTASIS",0,"Up",2,1
"GO_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_ENDOCYTOSIS",0,"Up",2,1
"GO_MRNA_SPLICE_SITE_SELECTION",0,"Up",2,1
"GO_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS",0,"Up",2,1
"GO_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION",0,"Up",2,1
"GO_DENDRITIC_CELL_MIGRATION",0,"Up",2,1
"GO_SENSORY_PERCEPTION_OF_TEMPERATURE_STIMULUS",0,"Up",2,1
"GO_LYSOSOMAL_TRANSPORT",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION",0,"Up",2,1
"GO_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING",0,"Up",2,1
"GO_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION",0,"Up",2,1
"GO_MUSCLE_ORGAN_DEVELOPMENT",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_HEMOPOIESIS",0,"Up",2,1
"GO_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS",0,"Up",2,1
"GO_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION",0,"Up",2,1
"GO_MYELOID_CELL_HOMEOSTASIS",0,"Up",2,1
"GO_REGULATION_OF_BLOOD_PRESSURE",0,"Up",2,1
"GO_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE",0,"Up",2,1
"GO_RESPONSE_TO_ELECTRICAL_STIMULUS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE",0,"Up",2,1
"GO_REGULATION_OF_T_CELL_CHEMOTAXIS",0,"Up",2,1
"GO_REGULATION_OF_ERBB_SIGNALING_PATHWAY",0,"Up",2,1
"GO_VENTRICULAR_SEPTUM_MORPHOGENESIS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION",0,"Up",2,1
"GO_TOLERANCE_INDUCTION",0,"Up",2,1
"GO_CHEMICAL_HOMEOSTASIS",0,"Up",2,1
"GO_SYNAPSE_ORGANIZATION",0,"Up",2,1
"GO_METANEPHROS_DEVELOPMENT",0,"Up",2,1
"GO_REGULATION_OF_MICROTUBULE_BASED_PROCESS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_TRANSPORTER_ACTIVITY",0,"Up",2,1
"GO_ENDOSOME_ORGANIZATION",0,"Up",2,1
"GO_REGULATION_OF_WOUND_HEALING",0,"Up",2,1
"GO_REGULATION_OF_MAPK_CASCADE",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT",0,"Up",2,1
"GO_MYELOID_LEUKOCYTE_MIGRATION",0,"Up",2,1
"GO_COLLAGEN_FIBRIL_ORGANIZATION",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_NEURON_DEATH",0,"Up",2,1
"GO_RESPONSE_TO_ESTRADIOL",0,"Up",2,1
"GO_CORONARY_VASCULATURE_DEVELOPMENT",0,"Up",2,1
"GO_CARTILAGE_DEVELOPMENT",0,"Up",2,1
"GO_NEURON_PROJECTION_EXTENSION",0,"Up",2,1
"GO_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT",0,"Up",2,1
"GO_PYRIMIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_RESPONSE_TO_MUSCLE_STRETCH",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION",0,"Up",2,1
"GO_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING",0,"Up",2,1
"GO_RESPONSE_TO_COLD",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_SODIUM_ION_TRANSPORT",0,"Up",2,1
"GO_CIRCULATORY_SYSTEM_PROCESS",0,"Up",2,1
"GO_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_RESPONSE_TO_COCAINE",0,"Up",2,1
"GO_CELL_CHEMOTAXIS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR",0,"Up",2,1
"GO_RIBONUCLEOTIDE_CATABOLIC_PROCESS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION",0,"Up",2,1
"GO_DNA_TEMPLATED_TRANSCRIPTION_TERMINATION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY",0,"Up",2,1
"GO_REGULATION_OF_PROSTAGLANDIN_SECRETION",0,"Up",2,1
"GO_REGULATION_OF_PODOSOME_ASSEMBLY",0,"Up",2,1
"GO_CARDIAC_LEFT_VENTRICLE_MORPHOGENESIS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION",0,"Up",2,1
"GO_RESPONSE_TO_AMINE",0,"Up",2,1
"GO_REGULATION_OF_ORGANIC_ACID_TRANSPORT",0,"Up",2,1
"GO_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION",0,"Up",2,1
"GO_PROTEIN_HOMOTETRAMERIZATION",0,"Up",2,1
"GO_HEART_TRABECULA_MORPHOGENESIS",0,"Up",2,1
"GO_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY",0,"Up",2,1
"GO_VESICLE_LOCALIZATION",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_CELL_FATE_COMMITMENT",0,"Up",2,1
"GO_FOREBRAIN_MORPHOGENESIS",0,"Up",2,1
"GO_TELOMERE_CAPPING",0,"Up",2,1
"GO_PROSTATE_GLAND_MORPHOGENESIS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_AXON_EXTENSION",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION",0,"Up",2,1
"GO_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE",0,"Up",2,1
"GO_MYELOID_CELL_DEVELOPMENT",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY",0,"Up",2,1
"GO_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS",0,"Up",2,1
"GO_INTRACELLULAR_PROTEIN_TRANSPORT",0,"Up",2,1
"GO_REGULATION_OF_HISTONE_DEACETYLATION",0,"Up",2,1
"GO_REGULATION_OF_PHOSPHATASE_ACTIVITY",0,"Up",2,1
"GO_NEUROTRANSMITTER_UPTAKE",0,"Up",2,1
"GO_MICROTUBULE_ANCHORING",0,"Up",2,1
"GO_CELL_DIVISION",0,"Up",2,1
"GO_REGULATION_OF_MRNA_CATABOLIC_PROCESS",0,"Up",2,1
"GO_INTERMEDIATE_FILAMENT_ORGANIZATION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_CELL_DIVISION",0,"Up",2,1
"GO_CELLULAR_RESPONSE_TO_UV",0,"Up",2,1
"GO_REGULATION_OF_NUCLEAR_DIVISION",0,"Up",2,1
"GO_RESPONSE_TO_ACID_CHEMICAL",0,"Up",2,1
"GO_RESPONSE_TO_PROSTAGLANDIN_E",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",0,"Up",2,1
"GO_RESPONSE_TO_STEROID_HORMONE",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_RNA_SPLICING",0,"Up",2,1
"GO_RESPONSE_TO_IMMOBILIZATION_STRESS",0,"Up",2,1
"GO_RESPONSE_TO_INTERLEUKIN_4",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION",0,"Up",2,1
"GO_CARDIAC_CHAMBER_MORPHOGENESIS",0,"Up",2,1
"GO_REGULATION_OF_CARTILAGE_DEVELOPMENT",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION",0,"Up",2,1
"GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS",0,"Up",2,1
"GO_RESPONSE_TO_PEPTIDE",0,"Up",2,1
"GO_DNA_DEPENDENT_DNA_REPLICATION",0,"Up",2,1
"GO_REGULATION_OF_SKELETAL_MUSCLE_CELL_DIFFERENTIATION",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS",0,"Up",2,1
"GO_STEROL_HOMEOSTASIS",0,"Up",2,1
"GO_EMBRYONIC_AXIS_SPECIFICATION",0,"Up",2,1
"GO_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS",0,"Up",2,1
"GO_CELLULAR_RESPONSE_TO_LIPID",0,"Up",2,1
"GO_LIPOPROTEIN_METABOLIC_PROCESS",0,"Up",2,1
"GO_DISRUPTION_OF_CELLS_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION",0,"Up",2,1
"GO_IRON_COORDINATION_ENTITY_TRANSPORT",0,"Up",2,1
